,sampleID,dateTime,sourceCode,latitude,longitude,altitude,speed,heading,linkPVID,directionOfTravel,distFromRef,disFromLink
491,35008,7/7/2009 3:22:12 PM,13,52.399486368522,9.735850850120189,111,0,229,51924241.0,T,-1.3924092020267946,0.03811821360741377
492,35008,7/7/2009 3:22:12 PM,13,52.399486368522,9.735850850120189,111,0,229,51924241.0,T,-1.3924092020267946,0.03811821360741377
493,35008,7/7/2009 3:22:12 PM,13,52.399486368522,9.735850850120189,111,0,229,51924241.0,T,-1.3924092020267946,0.03811821360741377
494,35008,7/7/2009 3:22:12 PM,13,52.399486368522,9.735850850120189,111,0,229,51924241.0,T,-1.3924092020267946,0.03811821360741377
495,35008,7/7/2009 3:22:12 PM,13,52.399486368522,9.735850850120189,111,0,229,51924241.0,T,-1.3924092020267946,0.03811821360741377
496,35008,7/7/2009 3:22:12 PM,13,52.399486368522,9.735850850120189,111,0,229,51924241.0,T,-1.3924092020267946,0.03811821360741377
497,35008,7/7/2009 3:22:12 PM,13,52.399486368522,9.735850850120189,111,0,229,51924241.0,T,-1.3924092020267946,0.03811821360741377
498,35008,7/7/2009 3:22:12 PM,13,52.399486368522,9.735850850120189,111,0,229,51924241.0,T,-1.3924092020267946,0.03811821360741377
499,35008,7/7/2009 3:22:12 PM,13,52.399486368522,9.735850850120189,111,0,229,51924241.0,T,-1.3924092020267946,0.03811821360741377
500,35008,7/7/2009 3:22:17 PM,13,52.3994795791805,9.73584355786443,111,0,179,51924241.0,T,-1.960969666878505,0.5844257370772007
501,35008,7/7/2009 3:22:17 PM,13,52.3994795791805,9.73584355786443,111,0,179,51924241.0,T,-1.960969666878505,0.5844257370772007
502,35008,7/7/2009 3:22:17 PM,13,52.3994795791805,9.73584355786443,111,0,179,51924241.0,T,-1.960969666878505,0.5844257370772007
503,35008,7/7/2009 3:22:17 PM,13,52.3994795791805,9.73584355786443,111,0,179,51924241.0,T,-1.960969666878505,0.5844257370772007
504,35008,7/7/2009 3:22:17 PM,13,52.3994795791805,9.73584355786443,111,0,179,51924241.0,T,-1.960969666878505,0.5844257370772007
505,35008,7/7/2009 3:22:17 PM,13,52.3994795791805,9.73584355786443,111,0,179,51924241.0,T,-1.960969666878505,0.5844257370772007
506,35008,7/7/2009 3:22:17 PM,13,52.3994795791805,9.73584355786443,111,0,179,51924241.0,T,-1.960969666878505,0.5844257370772007
507,35008,7/7/2009 3:22:17 PM,13,52.3994795791805,9.73584355786443,111,0,179,51924241.0,T,-1.960969666878505,0.5844257370772007
508,35008,7/7/2009 3:22:17 PM,13,52.3994795791805,9.73584355786443,111,0,179,51924241.0,T,-1.960969666878505,0.5844257370772007
509,35008,7/7/2009 3:22:24 PM,13,52.39947346039121,9.735838025808329,111,0,169,51924241.0,T,-2.4144196998848537,1.006207001890523
